english,tag,definition
roof,noun,1. the structure that covers or forms the top of a building or vehicle 2. having the type of roof mentioned
room,noun,"1. a part of a building that has its own walls, floor and ceiling and is usually used for a particular purpose 2. having the number of rooms mentioned"
round,adjective,1. having a shape like a circle or a ball 2. having a curved shape
round,adverb,1. moving in a circle 2. measuring or marking the edge or outside of something
round,preposition,"1. in a circle 2. on, to or from the other side of something"
route,noun,"1. a way that you follow to get from one place to another 2. a fixed way along which a bus, train, etc. regularly travels or goods are regularly sent"
rubbish,noun,1. things that you throw away because you no longer want or need them 2. something that you think is of poor quality
rude,adjective,1. having or showing a lack of respect for other people and their feelings 2. connected with sex or the body in a way that people find offensive or embarrassing
ruler,noun,"1. a person who rules or governs 2. a straight narrow piece of wood, plastic or metal, marked in centimetres or inches, used for measuring or for drawing straight lines"
run,noun,"1. an act of running; a period of time spent running or the distance that somebody runs 2. a trip by car, plane, boat, etc., especially a short one or one that is made regularly"
runner,noun,"1. a person or an animal that runs, especially one taking part in a race 2. a person who takes goods illegally into or out of a place"
