english,tag,definition
billboard,noun,"a large board on the outside of a building or at the side of the road, used for putting advertisements on"
biochemist,noun,a scientist who studies biochemistry
biochemistry,noun,1. the scientific study of the chemistry of living things 2. the chemical structure and behaviour of a living thing
biofuel,noun,fuel made from plant or animal sources and used in engines
biological,adjective,1. connected with the science of biology 2. connected with the processes that take place within living things
biome,noun,"the characteristic plants and animals that exist in a particular type of environment, for example in a forest or desert"
bitter,adjective,"1. having a strong, unpleasant taste; not sweet 2. very serious and unpleasant, with a lot of anger and hate involved"
black,noun,"1. the very darkest colour, like night or coal 2. a member of a group of people who have dark skin, especially people who come from or whose ancestors came from Africa"
blackbird,noun,"1. a European bird: the male is black with a yellow beak and the female is brown with a brown beak 2. a black North American bird, larger than the European blackbird, related to the starling"
blackness,noun,1. the fact of being completely dark or completely black in colour  2. the fact of being full of anger or hate or of being without hope 3. the fact of belonging to a group of people who have dark skin and who come from or whose ancestors came from Africa
blame,noun,"1. responsibility for doing something badly or wrongly; saying that somebody is responsible for something 2. if the finger of blame/suspicion points or is pointed at somebody, they are suspected of having committed a crime, being responsible for something, etc."
blame,verb,1. to think or say that somebody/something is responsible for something bad 2. to be responsible for something bad
blanket,noun,"1. a large cover, often made of wool, used especially on beds to keep people warm 2. a thick layer or mass of something"
blind,adjective,1. not able to see 2. people who are blind
blindness,noun,1. the condition of being unable to see 2. the fact of not noticing or realizing something
blizzard,noun,1. a snowstorm with very strong winds 2. a large quantity of things that may seem to be attacking you
